label	sms
0	The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
0	MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night
0	Take us out shopping and Mark will distract Isaiah.=D
0	How? Izzit still raining?
0	No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore
0	I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
0	Mah b, I'll pick it up tomorrow
0	"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
1	FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
0	Dont you have message offer
0	It means u could not keep ur words.
0	I want to go to perumbavoor
0	Alright, see you in a bit
0	Gud mrng dear hav a nice day
0	Just come home. I don't want u to be miserable
0	Still work going on:)it is very small house.
0	No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?
0	Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!
1	4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
1	You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
0	Printer is cool. I mean groovy. Wine is groovying
0	For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
0	Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
1	u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020
0	Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....
0	I WILL CAL YOU SIR. In meeting
0	alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
1	Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p
0	Oops I did have it,  &lt;#&gt; ?
0	Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
0	Dont kick coco when he's down
0	Ard 530 lor. I ok then message Ì_ lor.
0	K.k:)apo k.good movie.
0	Ya that one is slow as poo
0	Yeah it's jus rite...
0	Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..
0	Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
0	I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
0	Msg me when rajini comes.
1	U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.
0	I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?
0	That's cool, I'll come by like  &lt;#&gt; ish
0	Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min
0	U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
0	Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
0	Carlos'll be here in a minute if you still need to buy
0	&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
0	Dunno y u ask me.
0	;-( oh well, c u later
0	Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)
0	Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.
0	Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8
0	Its a part of checking IQ
0	Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.
0	A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND
0	Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.
0	Nah man, my car is meant to be crammed full of people
0	Onum ela pa. Normal than.
0	Everybody had fun this evening. Miss you.
0	Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
0	I.ll get there tomorrow and send it to you
0	Didn't you get hep b immunisation in nigeria.
0	Hi :)finally i completed the course:)
0	Thanks for sending this mental ability question..
0	Sorry, I'll call later in meeting.
0	Asking do u knw them or nt? May be ur frnds or classmates?
0	K da:)how many page you want?
1	No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
0	Yeah jay's sort of a fucking retard
0	Ya srsly better than yi tho
0	What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
0	Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite
0	Ok... Help me ask if she's working tmr a not?
0	I love ya too but try and budget your money better babe. Gary would freak on me if he knew
0	What's up bruv, hope you had a great break. Do have a rewarding semester.
0	Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
1	Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
0	Great! So what attracts you to the brothas?
0	Can u look 4 me in da lib i got stuff havent finish yet.
0	Gud ni8.swt drms.take care
0	K I'll call you when I'm close
0	I think we're going to finn's now, come
0	I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready
0	"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
0	Are you this much buzy
0	Not sure I have the stomach for it ...
0	Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
0	Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!
0	"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
0	My birthday is on feb  &lt;#&gt;  da. .
0	TELL HER I SAID EAT SHIT.
1	Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
0	Perhaps * is much easy give your account identification, so i will tomorrow at UNI
0	K:)all the best:)congrats...
0	Am okay. Will soon be over. All the best
0	U can call me now...
0	Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
0	Carry on not disturbing both of you
1	Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
0	Thanks for picking up the trash.
0	Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '
0	Aight well keep me informed
1	U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795
0	No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second
0	Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
0	No need to buy lunch for me.. I eat maggi mee..
1	URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
0	Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
0	wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.
0	It,,s a taxt massage....tie-pos argh ok! Lool!
0	"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\"""""
0	Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
0	Yup next stop.
0	Dude got a haircut. Now its breezy up there
0	Bbq this sat at mine from 6ish. Ur welcome 2 come
1	Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
0	U sure u can't take any sick time?
0	K then 2marrow are you coming to class.
0	U meet other fren dun wan meet me ah... Muz b a guy rite...
0	Is it your yahoo boys that bring in the perf? Or legal.
0	Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)
0	Hi elaine, is today's meeting confirmed?
1	Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154
0	Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
0	You do what all you like
0	Sorry * was at the grocers.
0	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng
0	Thts wat Wright Brother did to fly..
0	Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
0	Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want
0	Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
1	UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available
0	THANX 4 PUTTIN DA FONE DOWN ON ME!!
0	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
0	Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
0	Well I'm going to be an aunty!
1	Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
0	Sorry im getting up now, feel really bad- totally rejected that kinda me thing.
0	"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
0	'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).
0	Dude u knw also telugu..thts gud..k, gud nyt..
0	Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
1	FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop
1	You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm
0	\HEY KATE
0	Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
0	How much is torch in 9ja.
0	see you then, we're all christmassy here!
0	So can collect ur laptop?
0	Why don't you wait 'til at least wednesday to see if you get your .
1	Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
1	Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
0	Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).
0	U repeat e instructions again. Wat's e road name of ur house?
0	Lol! Oops sorry! Have fun. 
1	Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p
0	Missing you too.pray inshah allah
0	Hope you are having a great day.
0	Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?
0	Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng
0	"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
0	Aight will do, thanks again for comin out
0	Lol no. Just trying to make your day a little more interesting
0	Can... I'm free...
0	Went fast asleep dear.take care.
0	hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
0	Text her. If she doesnt reply let me know so i can have her log in
1	FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk
0	will you like to be spoiled? :)
0	R Ì_ comin back for dinner?
1	New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
0	I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
0	LOL that would be awesome payback.
0	C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.
0	Haha i think i did too
0	He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
0	I wont. So wat's wit the guys
0	Tell rob to mack his gf in the theater
0	Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx
0	I had askd u a question some hours before. Its answer
0	In fact when do you leave? I think addie goes back to school tues or wed
1	Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week
0	Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy
0	Well good morning mr . Hows london treatin' ya treacle?
0	Hows the pain dear?y r u smiling?
0	Sorry, I'll call later
0	Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
0	Watching ajith film ah?
0	Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester
0	"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
0	Yes its possible but dint try. Pls dont tell to any one k
0	I sent you  &lt;#&gt;  bucks
0	I am late. I will be there at
0	This is one of the days you have a billion classes, right?
0	The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.
1	FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
0	ItÛ÷s å£6 to get in, is that ok?
0	Well then you have a great weekend!
0	I keep ten rs in my shelf:) buy two egg.
1	Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
0	"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\"""
0	Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
0	Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
0	Painful words- \I thought being Happy was the most toughest thing on Earth... But
0	House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?
0	Sorry, I'll call later
0	K, wat s tht incident?
0	Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
0	An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
0	Please attend the phone:)
0	Yup ok...
0	Check wid corect speling i.e. Sarcasm
0	Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
0	Yup bathe liao...
0	Lol, oh you got a friend for the dog ?
0	I thank you so much for all you do with selflessness. I love you plenty.
0	Bognor it is! Should be splendid at this time of year.
0	Convey my regards to him
0	Okie
0	Yeah, give me a call if you've got a minute
0	Im good! I have been thinking about you...
0	Some friends want me to drive em someplace, probably take a while
0	I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...
1	it to 80488. Your 500 free text messages are valid until 31 December 2005.
0	Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
0	It's ok i wun b angry. Msg u aft i come home tonight.
0	Aight ill get on fb in a couple minutes
0	Sorry, I can't help you on this.
0	Sorry, I'll call later
0	The basket's gettin full so I might be by tonight
0	ÌÏ thk of wat to eat tonight.
0	K come to nordstrom when you're done
0	Yeah confirmed for you staying at  that weekend
0	Pls come quick cant bare this.
0	No i am not having not any movies in my laptop
1	Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL
0	K and you're sure I don't have to have consent forms to do it :V
0	Good morning. At the repair shop--the ONLY reason i'm up at this hour.
0	So are you guys asking that i get that slippers again or its gone with last year
0	There is no sense in my foot and penis.
0	Yo, you at jp and hungry like a mofo?
0	Yar lor... How u noe? U used dat route too?
0	"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!"""
0	Must come later.. I normally bathe him in da afternoon mah..
1	+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
0	Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago
1	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
0	COME BACK TO TAMPA FFFFUUUUUUU
0	Ya had just now.onion roast.
0	Please sen :)my kind advice :-)please come here and try:-)
0	This pay is  &lt;DECIMAL&gt;  lakhs:)
0	they released another Italian one today and it has a cosign option
0	I'm really sorry I lit your hair on fire
0	My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?
0	Ok. No wahala. Just remember that a friend in need ...
0	HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
1	More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB
0	Ok c Ì_ then.
1	EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
0	Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
0	U GOIN OUT 2NITE?
0	Wait  &lt;#&gt;  min..
0	Did u receive my msg?
1	URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
0	Guy, no flash me now. If you go call me, call me. How madam. Take care oh.
0	Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that
0	Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
0	Beauty sleep can help ur pimples too.
0	Wat happened to the cruise thing
0	Ya very nice. . .be ready on thursday
0	Like  &lt;#&gt; , same question
0	All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
0	"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
0	Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
0	Ok then i come n pick u at engin?
0	Just sent you an email ÛÒ to an address with incomm in it, is that right?
0	Going to join tomorrow.
1	YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
0	Playin space poker, u?
0	"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
0	Im done. Just studyn in library
1	You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
0	So check your errors and if you had difficulties, do correction.
0	"\Pete can you please ring meive hardly gotany credit\"""""
0	Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n
0	I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?
0	No no:)this is kallis home ground.amla home town is durban:)
0	Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! 
0	From 5 to 2 only my work timing.
0	Then we gotta do it after that
0	Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
1	Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!
0	Jay wants to work out first, how's 4 sound?
1	Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week
0	Can not use foreign stamps in this country.
0	Or ill be a little closer like at the bus stop on the same street
1	Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
0	Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)
0	Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can
0	Im just wondering what your doing right now?
0	I donno if they are scorable
0	When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...
1	tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..
0	Yo you around? A friend of mine's lookin to pick up later tonight
0	Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
0	Sorry pa, i dont knw who ru pa?
0	I don't have anybody's number, I still haven't thought up a tactful way to ask alex
0	I liked the new mobile
0	Can. Dunno wat to get 4 her...
0	Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...
0	Lol well don't do it without me. We could have a big sale together.
1	URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011
